template_name,question_id,image_id,question,ground_truth,prediction,vqa_score,prompt,retrieved_questions,retrieved_answers,candidate_answers,best_question_matched_answer,best_question_match_score,prompt_chars
short_evidence,264718003,264718,What does the sign read?,2 hour parking 8am to 8pm|parking|2 hour parking 8am-8pm,red,0.0,"Question: What does the sign read?

Helpful evidence from similar images:
- Q: What color is the curb below the stop sign?
  A: red
- Q: Is there a stop light?
  A: yes
- Q: What is on the picnic table?
  A: nothing

Best matching evidence answer: red

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",What color is the curb below the stop sign? || Is there a stop light? || What is on the picnic table?,red || yes || nothing,"red, yes, nothing",red,0.1667,348
short_evidence,264718004,264718,What does the sign say?,parking|2 hour parking|2 hour parking,red,0.0,"Question: What does the sign say?

Helpful evidence from similar images:
- Q: What color is the curb below the stop sign?
  A: red
- Q: Is there a stop light?
  A: yes
- Q: What is on the picnic table?
  A: nothing

Best matching evidence answer: red

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",What color is the curb below the stop sign? || Is there a stop light? || What is on the picnic table?,red || yes || nothing,"red, yes, nothing",red,0.1667,347
short_evidence,264718005,264718,What phone number is on the sign?,0|n/a|0,red,0.0,"Question: What phone number is on the sign?

Helpful evidence from similar images:
- Q: What color is the curb below the stop sign?
  A: red
- Q: Is there a stop light?
  A: yes
- Q: What is on the picnic table?
  A: nothing

Best matching evidence answer: red

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",What color is the curb below the stop sign? || Is there a stop light? || What is on the picnic table?,red || yes || nothing,"red, yes, nothing",red,0.1429,357
short_evidence,264718006,264718,What modes of transportation are in the picture?,cars|car|car,red,0.0,"Question: What modes of transportation are in the picture?

Helpful evidence from similar images:
- Q: What color is the curb below the stop sign?
  A: red
- Q: Is there a stop light?
  A: yes
- Q: What is on the picnic table?
  A: nothing

Best matching evidence answer: red

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",What color is the curb below the stop sign? || Is there a stop light? || What is on the picnic table?,red || yes || nothing,"red, yes, nothing",red,0.0,372
short_evidence,264718007,264718,What sign is to the right of the photo?,2 hour parking|parking|2 hour parking,Q: What color is the curb below the stop,0.0,"Question: What sign is to the right of the photo?

Helpful evidence from similar images:
- Q: What color is the curb below the stop sign?
  A: red
- Q: Is there a stop light?
  A: yes
- Q: What is on the picnic table?
  A: nothing

Best matching evidence answer: red

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",What color is the curb below the stop sign? || Is there a stop light? || What is on the picnic table?,red || yes || nothing,"red, yes, nothing",red,0.1429,363
short_evidence,133648000,133648,Is the bat blue?,yes|yes|yes,5,0.0,"Question: Is the bat blue?

Helpful evidence from similar images:
- Q: How many people are in this picture?
  A: 5
- Q: What sport are they playing?
  A: baseball
- Q: How many players are in the field?
  A: 6

Best matching evidence answer: 5

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",How many people are in this picture? || What sport are they playing? || How many players are in the field?,5 || baseball || 6,"5, baseball, 6",5,0.0,340
short_evidence,133648001,133648,Is the photo colored?,yes|yes|yes,5,0.0,"Question: Is the photo colored?

Helpful evidence from similar images:
- Q: How many people are in this picture?
  A: 5
- Q: What sport are they playing?
  A: baseball
- Q: How many players are in the field?
  A: 6

Best matching evidence answer: 5

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",How many people are in this picture? || What sport are they playing? || How many players are in the field?,5 || baseball || 6,"5, baseball, 6",5,0.0,345
short_evidence,133648002,133648,What color is the home plate umpire's shirt?,white|black|black,5,0.0,"Question: What color is the home plate umpire's shirt?

Helpful evidence from similar images:
- Q: How many people are in this picture?
  A: 5
- Q: What sport are they playing?
  A: baseball
- Q: How many players are in the field?
  A: 6

Best matching evidence answer: 5

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",How many people are in this picture? || What sport are they playing? || How many players are in the field?,5 || baseball || 6,"5, baseball, 6",5,0.0,368
short_evidence,133648003,133648,Which game are they playing?,baseball|baseball|baseball,baseball,1.0,"Question: Which game are they playing?

Helpful evidence from similar images:
- Q: How many people are in this picture?
  A: 5
- Q: What sport are they playing?
  A: baseball
- Q: How many players are in the field?
  A: 6

Best matching evidence answer: baseball

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",How many people are in this picture? || What sport are they playing? || How many players are in the field?,5 || baseball || 6,"5, baseball, 6",baseball,0.4,359
short_evidence,459182000,459182,What are they carrying?,surfboards|surfboards|surfboards,no,0.0,"Question: What are they carrying?

Helpful evidence from similar images:
- Q: Are there any plants?
  A: no
- Q: Where do you play this sport?
  A: ocean
- Q: What are the people caring in their arms?
  A: surfboards

Best matching evidence answer: no

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",Are there any plants? || Where do you play this sport? || What are the people caring in their arms?,no || ocean || surfboards,"no, ocean, surfboards",no,0.0,348
short_evidence,459182001,459182,What is in the foreground?,rocks|rocks|rocks,no,0.0,"Question: What is in the foreground?

Helpful evidence from similar images:
- Q: Are there any plants?
  A: no
- Q: Where do you play this sport?
  A: ocean
- Q: What are the people caring in their arms?
  A: surfboards

Best matching evidence answer: no

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",Are there any plants? || Where do you play this sport? || What are the people caring in their arms?,no || ocean || surfboards,"no, ocean, surfboards",no,0.0,351
short_evidence,459182002,459182,How many people are there?,2|2|2,surfboards,0.0,"Question: How many people are there?

Helpful evidence from similar images:
- Q: Are there any plants?
  A: no
- Q: Where do you play this sport?
  A: ocean
- Q: What are the people caring in their arms?
  A: surfboards

Best matching evidence answer: surfboards

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",Are there any plants? || Where do you play this sport? || What are the people caring in their arms?,no || ocean || surfboards,"no, ocean, surfboards",surfboards,0.2,359
short_evidence,395801000,395801,Is it morning or evening?,evening|morning|morning,white,0.0,"Question: Is it morning or evening?

Helpful evidence from similar images:
- Q: What color is the front of the store on the left?
  A: white
- Q: Is the road having work done?
  A: no
- Q: How many bus cars can you see?
  A: 1

Best matching evidence answer: white

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",What color is the front of the store on the left? || Is the road having work done? || How many bus cars can you see?,white || no || 1,"white, no, 1",white,0.0,361
short_evidence,395801001,395801,How much does parking in the lot cost?,nothing|free|free,white,0.0,"Question: How much does parking in the lot cost?

Helpful evidence from similar images:
- Q: What color is the front of the store on the left?
  A: white
- Q: Is the road having work done?
  A: no
- Q: How many bus cars can you see?
  A: 1

Best matching evidence answer: white

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",What color is the front of the store on the left? || Is the road having work done? || How many bus cars can you see?,white || no || 1,"white, no, 1",white,0.0,374
short_evidence,395801002,395801,What is on the road?,car|car|cars,no,0.0,"Question: What is on the road?

Helpful evidence from similar images:
- Q: What color is the front of the store on the left?
  A: white
- Q: Is the road having work done?
  A: no
- Q: How many bus cars can you see?
  A: 1

Best matching evidence answer: no

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",What color is the front of the store on the left? || Is the road having work done? || How many bus cars can you see?,white || no || 1,"white, no, 1",no,0.25,353
short_evidence,395801003,395801,How many people are in the picture?,7|7|11,1,0.0,"Question: How many people are in the picture?

Helpful evidence from similar images:
- Q: What color is the front of the store on the left?
  A: white
- Q: Is the road having work done?
  A: no
- Q: How many bus cars can you see?
  A: 1

Best matching evidence answer: 1

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",What color is the front of the store on the left? || Is the road having work done? || How many bus cars can you see?,white || no || 1,"white, no, 1",1,0.1429,367
short_evidence,395801004,395801,Do the people know each other?,no|no|no,white,0.0,"Question: Do the people know each other?

Helpful evidence from similar images:
- Q: What color is the front of the store on the left?
  A: white
- Q: Is the road having work done?
  A: no
- Q: How many bus cars can you see?
  A: 1

Best matching evidence answer: white

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",What color is the front of the store on the left? || Is the road having work done? || How many bus cars can you see?,white || no || 1,"white, no, 1",white,0.0,366
short_evidence,395801005,395801,How could you carry things if you were riding this bike?,there is no bike|on my back|backpack,1,0.0,"Question: How could you carry things if you were riding this bike?

Helpful evidence from similar images:
- Q: What color is the front of the store on the left?
  A: white
- Q: Is the road having work done?
  A: no
- Q: How many bus cars can you see?
  A: 1

Best matching evidence answer: 1

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",What color is the front of the store on the left? || Is the road having work done? || How many bus cars can you see?,white || no || 1,"white, no, 1",1,0.1,388
short_evidence,395801006,395801,How many people are in this scene?,25|15|9,1,0.0,"Question: How many people are in this scene?

Helpful evidence from similar images:
- Q: What color is the front of the store on the left?
  A: white
- Q: Is the road having work done?
  A: no
- Q: How many bus cars can you see?
  A: 1

Best matching evidence answer: 1

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",What color is the front of the store on the left? || Is the road having work done? || How many bus cars can you see?,white || no || 1,"white, no, 1",1,0.1429,366
short_evidence,395801007,395801,What time is it?,6:00|6:00|12:30,white,0.0,"Question: What time is it?

Helpful evidence from similar images:
- Q: What color is the front of the store on the left?
  A: white
- Q: Is the road having work done?
  A: no
- Q: How many bus cars can you see?
  A: 1

Best matching evidence answer: white

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",What color is the front of the store on the left? || Is the road having work done? || How many bus cars can you see?,white || no || 1,"white, no, 1",white,0.0,352
short_evidence,264730000,264730,How many arches are under the clock?,2|2|2,3,0.0,"Question: How many arches are under the clock?

Helpful evidence from similar images:
- Q: What kind of numbers are on this clock?
  A: roman
- Q: How many bells?
  A: 3
- Q: Is there a painting over the arch?
  A: yes

Best matching evidence answer: 3

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",What kind of numbers are on this clock? || How many bells? || Is there a painting over the arch?,roman || 3 || yes,"roman, 3, yes",3,0.2,349
short_evidence,264730001,264730,What time is it?,10:50|10:49|8:45,roman,0.0,"Question: What time is it?

Helpful evidence from similar images:
- Q: What kind of numbers are on this clock?
  A: roman
- Q: How many bells?
  A: 3
- Q: Is there a painting over the arch?
  A: yes

Best matching evidence answer: roman

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",What kind of numbers are on this clock? || How many bells? || Is there a painting over the arch?,roman || 3 || yes,"roman, 3, yes",roman,0.0,333
short_evidence,264730002,264730,Is a daytime or nighttime scene depicted?,nighttime|nighttime|night,roman,0.0,"Question: Is a daytime or nighttime scene depicted?

Helpful evidence from similar images:
- Q: What kind of numbers are on this clock?
  A: roman
- Q: How many bells?
  A: 3
- Q: Is there a painting over the arch?
  A: yes

Best matching evidence answer: roman

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",What kind of numbers are on this clock? || How many bells? || Is there a painting over the arch?,roman || 3 || yes,"roman, 3, yes",roman,0.0,358
short_evidence,264730003,264730,What kind of numbers are on the clock?,roman numerals|roman|roman numerals,roman,1.0,"Question: What kind of numbers are on the clock?

Helpful evidence from similar images:
- Q: What kind of numbers are on this clock?
  A: roman
- Q: How many bells?
  A: 3
- Q: Is there a painting over the arch?
  A: yes

Best matching evidence answer: roman

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",What kind of numbers are on this clock? || How many bells? || Is there a painting over the arch?,roman || 3 || yes,"roman, 3, yes",roman,1.0,355
short_evidence,2587000,2587,Which food contains the most potassium?,banana|banana|banana,no,0.0,"Question: Which food contains the most potassium?

Helpful evidence from similar images:
- Q: Is the donut filled?
  A: no
- Q: What's the name of the largest pastry?
  A: donut
- Q: How many bananas are pictured?
  A: 2

Best matching evidence answer: no

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",Is the donut filled? || What's the name of the largest pastry? || How many bananas are pictured?,no || donut || 2,"no, donut, 2",no,0.0,352
short_evidence,2587001,2587,What is not healthy in the baggie?,donut|doughnut|donut,no,0.0,"Question: What is not healthy in the baggie?

Helpful evidence from similar images:
- Q: Is the donut filled?
  A: no
- Q: What's the name of the largest pastry?
  A: donut
- Q: How many bananas are pictured?
  A: 2

Best matching evidence answer: no

Answer the question using the image. If the best matching evidence is relevant, use it.
Answer:",Is the donut filled? || What's the name of the largest pastry? || How many bananas are pictured?,no || donut || 2,"no, donut, 2",no,0.0,347
candidate_constrained,2529010,2529,Is there snow on the ground?,no|no|no,,0.0,"Question: Is there snow on the ground?

Similar-image evidence:
- Q: Is there a blue car?
  A: no
- Q: Are the street lights turned on?
  A: no
- Q: What color is the building with the clock on it?
  A: white

Candidate answers:
no, white

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",Is there a blue car? || Are the street lights turned on? || What color is the building with the clock on it?,no || no || white,"no, white",no,0.0,356
candidate_constrained,2532000,2532,Is the skier going downhill?,no|no|yes,,0.0,"Question: Is the skier going downhill?

Similar-image evidence:
- Q: What weather conditions appear in this scene?
  A: cloudy
- Q: What color is the backpack?
  A: red
- Q: Does the shadow fall to the skiers left or to the right?
  A: left

Candidate answers:
cloudy, red, left

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",What weather conditions appear in this scene? || What color is the backpack? || Does the shadow fall to the skiers left or to the right?,cloudy || red || left,"cloudy, red, left",cloudy,0.0,396
candidate_constrained,2532001,2532,How do you know this skier is not alone on the mountain?,someone had to take photo|tracks|other ski tracks and footprints,,0.0,"Question: How do you know this skier is not alone on the mountain?

Similar-image evidence:
- Q: What weather conditions appear in this scene?
  A: cloudy
- Q: What color is the backpack?
  A: red
- Q: Does the shadow fall to the skiers left or to the right?
  A: left

Candidate answers:
cloudy, red, left

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",What weather conditions appear in this scene? || What color is the backpack? || Does the shadow fall to the skiers left or to the right?,cloudy || red || left,"cloudy, red, left",cloudy,0.0,424
candidate_constrained,2532002,2532,How cold is it?,cold|15 degrees|freezing,,0.0,"Question: How cold is it?

Similar-image evidence:
- Q: What weather conditions appear in this scene?
  A: cloudy
- Q: What color is the backpack?
  A: red
- Q: Does the shadow fall to the skiers left or to the right?
  A: left

Candidate answers:
cloudy, red, left

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",What weather conditions appear in this scene? || What color is the backpack? || Does the shadow fall to the skiers left or to the right?,cloudy || red || left,"cloudy, red, left",cloudy,0.0,383
candidate_constrained,2532003,2532,Is it a sunny or cloudy day?,sunny|cloudy|cloudy,,0.0,"Question: Is it a sunny or cloudy day?

Similar-image evidence:
- Q: What weather conditions appear in this scene?
  A: cloudy
- Q: What color is the backpack?
  A: red
- Q: Does the shadow fall to the skiers left or to the right?
  A: left

Candidate answers:
cloudy, red, left

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",What weather conditions appear in this scene? || What color is the backpack? || Does the shadow fall to the skiers left or to the right?,cloudy || red || left,"cloudy, red, left",left,0.1111,396
candidate_constrained,2532004,2532,What color is the sky?,blue|blue|blue,,0.0,"Question: What color is the sky?

Similar-image evidence:
- Q: What weather conditions appear in this scene?
  A: cloudy
- Q: What color is the backpack?
  A: red
- Q: Does the shadow fall to the skiers left or to the right?
  A: left

Candidate answers:
cloudy, red, left

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",What weather conditions appear in this scene? || What color is the backpack? || Does the shadow fall to the skiers left or to the right?,cloudy || red || left,"cloudy, red, left",red,0.3333,390
candidate_constrained,395749000,395749,What filter is being used in this image?,black and white|black & white|black and white,4,0.0,"Question: What filter is being used in this image?

Similar-image evidence:
- Q: How many people are on the bench?
  A: 4
- Q: Is the man alone on the bench?
  A: yes
- Q: Are they on the beach?
  A: no

Candidate answers:
4, yes, no

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",How many people are on the bench? || Is the man alone on the bench? || Are they on the beach?,4 || yes || no,"4, yes, no",4,0.0,351
candidate_constrained,395749001,395749,Are all the people elderly?,no|yes|no,4,0.0,"Question: Are all the people elderly?

Similar-image evidence:
- Q: How many people are on the bench?
  A: 4
- Q: Is the man alone on the bench?
  A: yes
- Q: Are they on the beach?
  A: no

Candidate answers:
4, yes, no

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",How many people are on the bench? || Is the man alone on the bench? || Are they on the beach?,4 || yes || no,"4, yes, no",4,0.2,338
candidate_constrained,395749002,395749,How many people can be seen?,4|4|4,4,1.0,"Question: How many people can be seen?

Similar-image evidence:
- Q: How many people are on the bench?
  A: 4
- Q: Is the man alone on the bench?
  A: yes
- Q: Are they on the beach?
  A: no

Candidate answers:
4, yes, no

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",How many people are on the bench? || Is the man alone on the bench? || Are they on the beach?,4 || yes || no,"4, yes, no",4,0.5,339
candidate_constrained,395749003,395749,What ocean might this be?,atlantic|antarctic|atlantic,4,0.0,"Question: What ocean might this be?

Similar-image evidence:
- Q: How many people are on the bench?
  A: 4
- Q: Is the man alone on the bench?
  A: yes
- Q: Are they on the beach?
  A: no

Candidate answers:
4, yes, no

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",How many people are on the bench? || Is the man alone on the bench? || Are they on the beach?,4 || yes || no,"4, yes, no",4,0.0,336
candidate_constrained,395749004,395749,How many people are in the photo?,4|4|4,4,1.0,"Question: How many people are in the photo?

Similar-image evidence:
- Q: How many people are on the bench?
  A: 4
- Q: Is the man alone on the bench?
  A: yes
- Q: Are they on the beach?
  A: no

Candidate answers:
4, yes, no

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",How many people are on the bench? || Is the man alone on the bench? || Are they on the beach?,4 || yes || no,"4, yes, no",4,0.5,344
candidate_constrained,395752000,395752,What color are the mums in the front of the photo?,"pink|red|pink, red, yellow",,0.0,"Question: What color are the mums in the front of the photo?

Similar-image evidence:
- Q: Which route is the red bus running?
  A: special
- Q: How many levels is the bus?
  A: 1
- Q: Does the train carry passengers?
  A: yes

Candidate answers:
special, 1, yes

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",Which route is the red bus running? || How many levels is the bus? || Does the train carry passengers?,special || 1 || yes,"special, 1, yes",special,0.0,380
candidate_constrained,395752001,395752,Can a mail truck fit behind the bus to pick up the mail?,yes|yes|yes,special,0.0,"Question: Can a mail truck fit behind the bus to pick up the mail?

Similar-image evidence:
- Q: Which route is the red bus running?
  A: special
- Q: How many levels is the bus?
  A: 1
- Q: Does the train carry passengers?
  A: yes

Candidate answers:
special, 1, yes

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",Which route is the red bus running? || How many levels is the bus? || Does the train carry passengers?,special || 1 || yes,"special, 1, yes",1,0.1111,386
candidate_constrained,395752002,395752,"What  ""Over the Rainbow"" singer sang about this vehicle?",judy garland|judy garland|train,,0.0,"Question: What  ""Over the Rainbow"" singer sang about this vehicle?

Similar-image evidence:
- Q: Which route is the red bus running?
  A: special
- Q: How many levels is the bus?
  A: 1
- Q: Does the train carry passengers?
  A: yes

Candidate answers:
special, 1, yes

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",Which route is the red bus running? || How many levels is the bus? || Does the train carry passengers?,special || 1 || yes,"special, 1, yes",special,0.0,386
candidate_constrained,395752003,395752,What color are the hubcaps?,red|red|red,special,0.0,"Question: What color are the hubcaps?

Similar-image evidence:
- Q: Which route is the red bus running?
  A: special
- Q: How many levels is the bus?
  A: 1
- Q: Does the train carry passengers?
  A: yes

Candidate answers:
special, 1, yes

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",Which route is the red bus running? || How many levels is the bus? || Does the train carry passengers?,special || 1 || yes,"special, 1, yes",special,0.0,357
candidate_constrained,395752004,395752,Is someone getting on this street car?,yes|yes|yes,special,0.0,"Question: Is someone getting on this street car?

Similar-image evidence:
- Q: Which route is the red bus running?
  A: special
- Q: How many levels is the bus?
  A: 1
- Q: Does the train carry passengers?
  A: yes

Candidate answers:
special, 1, yes

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",Which route is the red bus running? || How many levels is the bus? || Does the train carry passengers?,special || 1 || yes,"special, 1, yes",special,0.0,368
candidate_constrained,264683000,264683,Is this airplane inside?,yes|yes|yes,,0.0,"Question: Is this airplane inside?

Similar-image evidence:
- Q: What is hanging?
  A: planes
- Q: What is the ID number of the plane?
  A: 0230
- Q: What number is on the side?
  A: 23

Candidate answers:
planes, 0230, 23

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",What is hanging? || What is the ID number of the plane? || What number is on the side?,planes || 0230 || 23,"planes, 0230, 23",planes,0.0,340
candidate_constrained,264683001,264683,What airline does the plane fly for?,air france|air france|air france,,0.0,"Question: What airline does the plane fly for?

Similar-image evidence:
- Q: What is hanging?
  A: planes
- Q: What is the ID number of the plane?
  A: 0230
- Q: What number is on the side?
  A: 23

Candidate answers:
planes, 0230, 23

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",What is hanging? || What is the ID number of the plane? || What number is on the side?,planes || 0230 || 23,"planes, 0230, 23",0230,0.2,352
candidate_constrained,264683002,264683,Are there planes hanging?,yes|yes|yes,,0.0,"Question: Are there planes hanging?

Similar-image evidence:
- Q: What is hanging?
  A: planes
- Q: What is the ID number of the plane?
  A: 0230
- Q: What number is on the side?
  A: 23

Candidate answers:
planes, 0230, 23

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",What is hanging? || What is the ID number of the plane? || What number is on the side?,planes || 0230 || 23,"planes, 0230, 23",planes,0.5,341
candidate_constrained,264686000,264686,How many side tables are there?,2|2|2,,0.0,"Question: How many side tables are there?

Similar-image evidence:
- Q: What light source is here?
  A: sun
- Q: Is there a Turkish style rug on the floor?
  A: no
- Q: Is the room messy?
  A: no

Candidate answers:
sun, no

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",What light source is here? || Is there a Turkish style rug on the floor? || Is the room messy?,sun || no || no,"sun, no",sun,0.0,341
candidate_constrained,264686001,264686,How many windows are on the wall?,3|3|3,,0.0,"Question: How many windows are on the wall?

Similar-image evidence:
- Q: What light source is here?
  A: sun
- Q: Is there a Turkish style rug on the floor?
  A: no
- Q: Is the room messy?
  A: no

Candidate answers:
sun, no

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",What light source is here? || Is there a Turkish style rug on the floor? || Is the room messy?,sun || no || no,"sun, no",sun,0.0,343
candidate_constrained,264686002,264686,Is the TV a tube or flat screen?,tube|tube|tube,,0.0,"Question: Is the TV a tube or flat screen?

Similar-image evidence:
- Q: What light source is here?
  A: sun
- Q: Is there a Turkish style rug on the floor?
  A: no
- Q: Is the room messy?
  A: no

Candidate answers:
sun, no

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",What light source is here? || Is there a Turkish style rug on the floor? || Is the room messy?,sun || no || no,"sun, no",sun,0.0,342
candidate_constrained,133619000,133619,What type of truck is it?,fire engine|fire truck|service truck,no,0.0,"Question: What type of truck is it?

Similar-image evidence:
- Q: Do you see a firefighter in the picture?
  A: no
- Q: Is this a fire truck?
  A: yes
- Q: How many headlights are on the truck?
  A: 8

Candidate answers:
no, yes, 8

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",Do you see a firefighter in the picture? || Is this a fire truck? || How many headlights are on the truck?,no || yes || 8,"no, yes, 8",yes,0.3333,349
candidate_constrained,133619001,133619,What time of day is it?,night|night|night,no,0.0,"Question: What time of day is it?

Similar-image evidence:
- Q: Do you see a firefighter in the picture?
  A: no
- Q: Is this a fire truck?
  A: yes
- Q: How many headlights are on the truck?
  A: 8

Candidate answers:
no, yes, 8

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",Do you see a firefighter in the picture? || Is this a fire truck? || How many headlights are on the truck?,no || yes || 8,"no, yes, 8",no,0.0,347
candidate_constrained,133619002,133619,What color is the light above the hood of the truck?,yellow|blue|blue,no,0.0,"Question: What color is the light above the hood of the truck?

Similar-image evidence:
- Q: Do you see a firefighter in the picture?
  A: no
- Q: Is this a fire truck?
  A: yes
- Q: How many headlights are on the truck?
  A: 8

Candidate answers:
no, yes, 8

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",Do you see a firefighter in the picture? || Is this a fire truck? || How many headlights are on the truck?,no || yes || 8,"no, yes, 8",yes,0.1667,376
candidate_constrained,133620000,133620,Why does the woman have her hair up?,uniform|on duty|uniform,"blue, yes, book",0.0,"Question: Why does the woman have her hair up?

Similar-image evidence:
- Q: What color is the boys sweatshirt?
  A: blue
- Q: Does she have a wrist watch?
  A: yes
- Q: What is the woman reading?
  A: book

Candidate answers:
blue, yes, book

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",What color is the boys sweatshirt? || Does she have a wrist watch? || What is the woman reading?,blue || yes || book,"blue, yes, book",book,0.2,360
candidate_constrained,133620001,133620,Is she wearing glasses?,yes|yes|yes,,0.0,"Question: Is she wearing glasses?

Similar-image evidence:
- Q: What color is the boys sweatshirt?
  A: blue
- Q: Does she have a wrist watch?
  A: yes
- Q: What is the woman reading?
  A: book

Candidate answers:
blue, yes, book

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",What color is the boys sweatshirt? || Does she have a wrist watch? || What is the woman reading?,blue || yes || book,"blue, yes, book",yes,0.2,347
candidate_constrained,133620002,133620,What is she wearing on her head?,hat|helmet|hat,"blue, yes, book",0.0,"Question: What is she wearing on her head?

Similar-image evidence:
- Q: What color is the boys sweatshirt?
  A: blue
- Q: Does she have a wrist watch?
  A: yes
- Q: What is the woman reading?
  A: book

Candidate answers:
blue, yes, book

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",What color is the boys sweatshirt? || Does she have a wrist watch? || What is the woman reading?,blue || yes || book,"blue, yes, book",yes,0.1667,356
candidate_constrained,133620003,133620,Is the woman happy?,yes|yes|yes,,0.0,"Question: Is the woman happy?

Similar-image evidence:
- Q: What color is the boys sweatshirt?
  A: blue
- Q: Does she have a wrist watch?
  A: yes
- Q: What is the woman reading?
  A: book

Candidate answers:
blue, yes, book

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",What color is the boys sweatshirt? || Does she have a wrist watch? || What is the woman reading?,blue || yes || book,"blue, yes, book",book,0.3333,343
candidate_constrained,526837000,526837,Is this man dressed for the weather?,yes|yes|yes,skis,0.0,"Question: Is this man dressed for the weather?

Similar-image evidence:
- Q: What are the long sticks under the person's feet?
  A: skis
- Q: Is this a winter landscape?
  A: yes
- Q: Is it cold?
  A: yes

Candidate answers:
skis, yes

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",What are the long sticks under the person's feet? || Is this a winter landscape? || Is it cold?,skis || yes || yes,"skis, yes",skis,0.0,352
candidate_constrained,526837001,526837,What is this man holding?,ski pole|ski poles|poles,skis,0.3333,"Question: What is this man holding?

Similar-image evidence:
- Q: What are the long sticks under the person's feet?
  A: skis
- Q: Is this a winter landscape?
  A: yes
- Q: Is it cold?
  A: yes

Candidate answers:
skis, yes

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",What are the long sticks under the person's feet? || Is this a winter landscape? || Is it cold?,skis || yes || yes,"skis, yes",skis,0.0,341
candidate_constrained,526837002,526837,What is covering the ground?,snow|snow|snow,skis,0.0,"Question: What is covering the ground?

Similar-image evidence:
- Q: What are the long sticks under the person's feet?
  A: skis
- Q: Is this a winter landscape?
  A: yes
- Q: Is it cold?
  A: yes

Candidate answers:
skis, yes

Choose the best answer from the candidate answers if one matches the image.
If none match, answer normally.

Answer:",What are the long sticks under the person's feet? || Is this a winter landscape? || Is it cold?,skis || yes || yes,"skis, yes",skis,0.0,344
